42,Návštěvy max. 2 lidi,"Návštěvy jsou povoleny v počtu nejvýše dvou osob u jednoho pacienta ve stejný čas, každá osoba navštěvující pacienta je dotazována na symptomy onemocnění covid-19, např. formou dotazníku, pokud navštěvující osoba vykazuje pozitivní příznak odpovídající nemoci, nelze připustit její přítomnost u pacienta, pokud je to možné, návštěvy probíhají ve venkovních prostorách zařízení",10,narizeni,22,<ul><li>Uvedená omezení se nevztahují na návštěvy pacientů v terminálním stádiu</li></ul>,NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
43,Minimální délka izolace je 10 dní,"Všem pozitivně testovaným se nařídí izolace v minimální délce 10 dní ode dne odběru vzorku. Izolace končí po uplynutí 10 dnů u bezpříznakových osob, popřípadě po 3 dnech po odeznění příznaků. Délka izolace však nesmí být kratší než 10 dnů. Izolace se tedy nemusí ukončovat dalším PCR testem.",12,narizeni,12,U zdravotníků se izolace ukončuje až po negativním výsledku PCR testu.,NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
1,Roušky ve zdravotnických zařízeních,"Zákaz pohybu a pobytu všech osob bez ochranných prostředků dýchacích sest (nos, ústa) ve zdravotnických zařízeních",1,narizeni,10,"Výjimkou jsou děti do 3 let. Dále pak osoby s poruchou intelektu, pacienty jejichž aktuální duševní stav dodržování neumožňuje, pacienty na lůžku",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
2,Roušky v zařízeních sociálnách služeb,"Zákaz pohybu a pobytu všech osob bez ochranných prostředků dýchacích sest (nos, ústa) v zařízeních sociálních služeb (např. domov seniorů) ",1,narizeni,10,"Výjimkou jsou pacienti, kteří předloží výsledky PCR testu ne starší než 4 dny",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
44,Minimální délka karantény je 10 dní,"Všem osobám označeným za blízké kontakty nakaženého, se nařídí karanténa v minimální délce 10 dní ode dne posledního kontaktu s nakaženým. Za tuto dobu bude osoba v karanténě dvakrát testována - nejdříve v rozmezí 1-5 dní od posledního kontaktu, poté ještě po uplynutí 10 dní. Pokud osoba nebude vykazovat příznaky a oba testy budou negativní, bude mu po 10 dnech karanténa ukončena. Pokud bude vykazovat příznaky nebo bude mít pozitivní test, bude mu nařízena izolace.",12,narizeni,12,NULL,NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
34,Povinné roušky u akcí vevnitř nad 100 lidí,"Povinnost nosit roušku na hromadných akcích (divadlo, sportovní zápas, trhy, svatby, oslavy - zkrátka všechno) kde je více než 100 lidí",3,narizeni,14,"Nošení roušek se na vás nevztahuje, pokud:

- Jste dítě do dvou let
- Jste osoba s poruchou intelektu, kognitivní poruchou - zkrátka váš stav neumožňuje dodržení tohoto zákazu.
- Zrovna probíhá vás sňateční obřad / vstupujete do redistrovaného partnersví. Nevztahuje se ani pro účastníky.
- Zrovna vystupujete (např. hrajete v divadle, tančíte, moderujete...) 
- Zrovna sportujete, soutěžíte...",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
47,Povinné roušky v metru,"Povinnost nošení roušek platí pro metro (placený prostor metra přístupný cestujícím, takže kdekoli za turniketem)",2,narizeni,38,"<b>Nevztahuje se na Vás, pokud: </b>
<ul>
<li>Jste dítě do dvou let
<li>Jste osoba s poruchou intelektu, kognitivní poruchou <li>zkrátka váš stav neumožňuje dodržení tohoto zákazu.</li>
<li>Na místě pracujete v prostorách dílen, strojoven, skladů, veřejnosti nepřístupných kancelářích atd. Může vás být maximálně 10 v místnosti a <b>musíte dodržovat 2m odstup</b>. </li>
</ul>
",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
48,Povinné roušky na nádražích,"Roušky musíte nosit na nádražích - uvnitř, na nástupištích, podchodech ke vlakům, u pokladen s jízdenkami...
",2,narizeni,38,"<b>Nevztahuje se na Vás, pokud: </b>
<ul>
<li>Jste dítě do dvou let
<li>Jste osoba s poruchou intelektu, kognitivní poruchou <li>zkrátka váš stav neumožňuje dodržení tohoto zákazu.</li>
<li>Na místě pracujete v prostorách dílen, strojoven, skladů, veřejnosti nepřístupných kancelářích atd. Může vás být maximálně 10 v místnosti a <b>musíte dodržovat 2m odstup</b>. </li>
</ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
49,Roušky na Letišti Václava Havla,"Povinnost nošení roušek ve všech vnitřních prostorech (chodby, haly atd.. )",2,narizeni,38,"<b>Nevztahuje se na Vás, pokud: </b>
<ul>
<li>Jste dítě do dvou let
<li>Jste osoba s poruchou intelektu, kognitivní poruchou <li>zkrátka váš stav neumožňuje dodržení tohoto zákazu.</li>
<li>Na místě pracujete v prostorách dílen, strojoven, skladů, veřejnosti nepřístupných kancelářích atd. Může vás být maximálně 10 v místnosti a <b>musíte dodržovat 2m odstup</b>. </li>
</ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
50,Roušky v obchodech a obchodních centrech,"Roušky musíte nosit v obchodech, nákupních centerch a to i na chodbách. 
",8,narizeni,38,"<b>Nevztahuje se na Vás, pokud: </b>
<ul>
<li>Jste dítě do dvou let
<li>Pokud zrovna jíte/pijete v restauraci, bufetu, jídelně... zkrátka v nějakém stravovacím zařízení</li>
<li>Jste osoba s poruchou intelektu, kognitivní poruchou <li>zkrátka váš stav neumožňuje dodržení tohoto zákazu.</li>
<li>Na místě pracujete v prostorách dílen, strojoven, skladů, veřejnosti nepřístupných kancelářích atd. Může vás být maximálně 10 v místnosti a <b>musíte dodržovat 2m odstup</b>. </li>
<li>Opatření platí jen během otvírací doby obchodů/obchodních center</b>
</ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
51,Roušky ve společných prostorách škol ,"Povinnost nosit roušku platí ve společných prostorách (např. chodby, toalety)",4,narizeni,39,"<b>Nevztahuje se na: </b>
<ul>
<li>Děti a ped. pracovníky v mateřských školách </li>
<li>V učebně jednoletých jazykových kurzů </li>
<li>V internátech a domovech mládeže, pokud jste tam ubytován/a, nebo tam pracujete </li>
<li>Dětské domovy, diagnostické ústavy, výchovné ústavy, a školy zřízené při nich 
a střediska výchovné péče (internátní forma)</li>
<li>žáky, studenty ve speciálních školách (dle §16 odst 9 školského zákona)</li>
<li>Jste osoba s poruchou intelektu, kognitivní poruchou <li>zkrátka váš stav neumožňuje dodržování</li>
<li>Při slavnostním akademickém obřadu na VŠ </li>
</ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
37,Testování při příjezdu ze zahraničí,"Nařízení upřesňuje pravidla pro příjezd ze zahraničí, cizince, víza, žádosti o pobyt atd.

Toto nařízení je příliš obsáhlé! Kvůli míry zjednodušení nemůžeme obsáhnout všechno, soustředíme se jen a pouze na případ, kdy žijete v ČR a přijíždíte ze zahraničí. V ostatních případech se, prosím, řiďte odkazem uvedeným níže, příadně zavolejte na krajskou hygienickou stanici!

Pokud máte nějaký z příznaků počínajícího infekčního onemocnění (zejména zvýšená teplota, kašel, dušnost, zažívací obtíže, ztráta čichu, celková slabost, případně další příznaky), kontaktujte svého praktického lékaře.

Zjednodušeně, pokud bydlíte v ČR a vracíte se domů ze zahraničí, tak záleží na tom, z jaké země se vracíte. Pokud je to nějaká ze zemí, které jsou označené jako s ""mírným rizikem nákazy"" (Polsko, Rakousko, Slovensko, Německo, Chorvatsko, Itálie atd... vždy zkontrolujte ""Seznam zemí s mírným rizikem nákazy""!), tak je to OK. V takovém případě by vás na hranicích měli zkontrolovat, jestli máte příznaky a pokud ano, musíte podstoupit test. V opačném případě podstupovat nemusíte. 

Pokud se ale vracíte ze země, která není na seznamu, musíte zavolat na krajskou hygienickou stanici a na vlastní náklady se podrobit RT-PCR testu na COVID. Než předložíte výsledky, je vám zakázán volný pohyb po ČR. 
Můžete jen do/z zaměstnání, na obstarání základních životních potřeb (nakoupit si, vyvenčit psa, děti do školy, natankovat...), cest do nemocnice/sociálních zařízení, pokud nezbytně nutně potřebujete vyřídit něco na úřadě a je to neodkladné, můžete na pohřeb a můžete se i vrátit zpátky domů. Noste roušky! ",12,narizeni,15,NULL,https://koronavirus.mzcr.cz/wp-content/uploads/2020/08/Sdeleni-Ministerstva-zdravotnictvi-kterym-se-vydava-seznam-zemi-nebo-jejich-casti-s-nizkym-rizikem-nakazy-onemocneni-covid-19-1.pdf,Seznam zemí s nízkým rizikem (do 13.9),modal-lg,fas fa-plane-arrival,NULL
45,Seznam zemí s mírným rizikem nákazy,"Zde naleznete odkaz na aktuální seznam zemí, označených jako ""Seznam zemí s nízkým rizikem nákazy"". Protože se nám často mění půda pod nohama, podívejte se do odkazu níže, kde jsou data určitě aktuální. 

Andorrské knížectví
Australský svaz
Belgické království
Bulharská republika
Dánské království
Estonská republika
Finská republika
Francouzská republika
Chorvatská republika
Irská republika
Islandská republika
Italská republika
Japonsko
Kanada
Korejská republika
Kyperská republika
Lichtenštejnské knížectví
Litevská republika
Lotyšská republika
Lucemburské velkovévodství*
Maďarská republika
Maltská republika*
Monacké knížectví
Spolková republika Německo
Nizozemské království
Norské království
Nový Zéland
Polská republika
Portugalská republika
Rakouská republika
Řecká republika
Republika San Marino
Slovenská republika
Republika Slovinsko
Švédské království
Švýcarská konfederace
Thajské království
Tuniská republika
Vatikánský městský stát
Spojené království Velké Británie a Severního Irska
autonomní společenství Kanárské ostrovy (Španělské království)",12,info,34,NULL,NULL,NULL,modal-md,fas fa-globe-americas,NULL
53,Roušky ve vnitřních prostorech lázní a wellness,"Povinnost nosit roušku ve vnitřních prostorech na územích Františkovy Lázně a Slatina u Františkových Lázní, které poskytují lázeňskou léčebně-rehabilitační péči, provozují ubytování (kromě dlouhodobého), provozují stravovací služby, provozují služby péče o tělo a wellness",11,narizeni,40,"Nošení roušek se na vás nevztahuje, pokud:
<ul><li>Jste dítě do pěti let</li>
<li>Jste osoba s poruchou intelektu, kognitivní poruchou - zkrátka váš stav neumožňuje dodržení tohoto zákazu.</li>
<li>Zrovna jíte či pijete</li>
<li>Pokud zrovna jste na pokoji např. penzionu, hotelu</li>
<li>Pokud to zrovna není možné (jste např. na nějaké speciální proceduře)</li>
</ul>
",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
52,Roušky ve stravovacích zařízeních,"Povinnost nosit roušku ve vnitřních prostorech na územích Františkovy Lázně a Slatina u Františkových Lázní, které poskytují lázeňskou léčebně-rehabilitační péči, provozují ubytování (kromě dlouhodobého), provozují stravovací služby, provozují služby péče o tělo a wellness",5,narizeni,40,"Nošení roušek se na vás nevztahuje, pokud:
<ul><li>Jste dítě do pěti let</li>
<li>Jste osoba s poruchou intelektu, kognitivní poruchou - zkrátka váš stav neumožňuje dodržení tohoto zákazu.</li>
<li>Zrovna jíte či pijete</li></ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
54,Omezení kontaktu s jinými osobami,"Bydlíte-li na území obce Nová Ves, omezte kontakt s jinými osobami na nezbytně nutnou dobu, dodržujte min odstup 2 metry",3,narizeni,42,NULL,NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
55,Na veřejnosti max ve 2 lidech,"Bydlíte-li na území obce Nová Ves, omezte kontakt s jinými osobami. Nesmíte na veřejně dostupných místech být ve více jak 2 lidech. Zachovávejte minimální odstup 2 metry",3,narizeni,42,"Nevztahuje se na: 
<ul><li>Osoby z jedné domácnosti,</li> 
<li>Při výkonu povolání / podnikatelské činnosti apod</li>
<li>Účast na pohřbu</li></ul>
",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
56,Omezení provozu Obecního úřadu Nová Ves,Vstup do budovy pro veřejnost zakázán,11,narizeni,42,NULL,NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
57,Rouška všude mimo bydliště,Je zakázán pohyb bez roušky po všech místech mimo bydliště ,3,narizeni,42,"<b>Nevztahuje se na: </b>
<ul>
<li>Děti do 2 let</li>
<li>Děti v mateřské škole (během toho, co jsou v mateřské škole)</li>
<li>Pokud jedete např. v autě se zataženými okénky a pokud jsou všichni v autě z jedné domácnosti</li>
<li>Osoby s poruchou intelektu. kognitivní poruchou, či závažně duševně nemocnění, které neumožňuje dodržování tohoto zákazu</li>
</ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
58,Zákaz hromadných akcí (veřejných i soukromých) ,"Zakazují se všechny kulturní, sportovní i jiné hromadné akce, oslavy",3,narizeni,42,"Na oslavu můžete, pokud jste všichni z jedné domácnosti (= žijete spolu, takže by to stejně nemělo žádný vliv)
",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
62,Omezení provozu stravovacích služeb od 00:00 do 6:00,Vstup do stravovacích služeb od 0:00 hod. do 6:00 hod. zakázán.,5,narizeni,45,"<ul>
<li>Provozovny, které neslouží pro veřejnost (závodní jídelny, zaměstnanecké stravování, nemocniční a vězeňké jídelny  </li>
<li>Nevztahuje se např. provozovny rychlého občerstvení s výdejovým okénkem nebo prodej jídla s sebou bez vstupu do provozovny</li>
</ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
63,Omezení provozu stravovacích služeb od 00:00 do 6:00,Vstup do stravovacích služeb od 0:00 hod. do 6:00 hod. zakázán.,5,narizeni,46,"<ul>
<li>Provozovny, které neslouží pro veřejnost (závodní jídelny, zaměstnanecké stravování, nemocniční a vězeňké jídelny  </li>
<li>Nevztahuje se např. provozovny rychlého občerstvení s výdejovým okénkem nebo prodej jídla s sebou bez vstupu do provozovny</li>
</ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
46,Seznam zemí s mírným rizikem nákazy,"Zde naleznete odkaz na aktuální seznam zemí, označených jako ""Seznam zemí s nízkým rizikem nákazy"".

Andorrské knížectví
Australský svaz
Belgické království
Bulharská republika
Dánské království
Estonská republika
Finská republika
Francouzská republika*
Chorvatská republika*
Irská republika
Islandská republika
Italská republika
Japonsko
Kanada
Korejská republika
Kyperská republika
Lichtenštejnské knížectví
Litevská republika
Lotyšská republika
Lucemburské velkovévodství*
Maďarská republika
Maltská republika*
Monacké knížectví
Spolková republika Německo
Nizozemské království
Norské království
Nový Zéland
Polská republika
Portugalská republika
Rakouská republika
<b>Rumunsko*</b> (přidáno)
Řecká republika
Republika San Marino
Slovenská republika
Republika Slovinsko
Švédské království
Švýcarská konfederace
Thajské království
Tuniská republika
Vatikánský městský stát
Spojené království Velké Británie a Severního Irska
<s>autonomní společenství Kanárské ostrovy (Španělské království)</s> (odebráno)",12,info,31,NULL,NULL,NULL,modal-md,fas fa-globe-americas,NULL
59,Roušky ve všech vnitřních prostorech mimo bydliště,Povinnost nosit roušku ve všech vnitřních prostorech s výjimkami.,11,narizeni,43,"<ul>
<li>Pokud jste v restauraci/jídelně nebo podobném zařízení stravovacích služeb a zrovna jíte/pijete</li>
</ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
60,Roušky ve veřejné dopravě,"Povinnost nosit roušku v prostředcích veřejné dopravy (MHD, autobusy, vlaky, taxi,...) ",2,narizeni,43,"<ul>
<li>Pokud jedete vlakem, autobusem, MHD a zrovna jíte/pijete </li>
<li>Řidiči veřejné dopravy, pokud nejsou v přímém kontaktu s cestujícím
při jeho odbavení</li>
</ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
61,Omezení provozu stravovacích služeb od 00:00 do 6:00,Vstup do stravovacích služeb od 0:00 hod. do 6:00 hod. zakázán.,5,narizeni,44,"<ul>
<li>Provozovny, které neslouží pro veřejnost (závodní jídelny, zaměstnanecké stravování, nemocniční jídelny  </li>
<li>Nevztahuje se např. provozovny rychlého občerstvení s výdejovým okénkem nebo prodej jídla s sebou bez vstupu do provozovny</li>
</ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
64,"Roušky v internátech, domovech mládeže, ZDVOP a dalších ","Povinné nošení roušek ve <b>vnitřních prostorech</b> platí pro pro zaměstnance a ubytované děti, žáky, studenty mimo místo ubytování (pokoj) a to v následujících zařízeních: 
<ul>
<li>V internátech a domovech mládeže</li>
<li>Dětských domovech, diagnostických ústavech, výchovných ústavech, dětské domovy se školou a výchovné ústavy</li>
<li>Zařízeních pro děti vyžadující okamžitou pomoc</li>
</ul>",4,narizeni,46,"<b>Nevztahuje se na: </b>
<ul><li>Děti do dvou let</li>
<li>Osoby s poruchou intelektu. kognitivní poruchou, či závažným duševním nemocním, které neupožňuje dodržování tohoto nařízení</li>
</ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
65,Výsledky testů na COVID zasílány elektronicky,"Ode dne 17. září 2020 laboratoře zajišťující vyšetření vzorků za pomoci RT-PCR testu na přítomnost nového koronaviru SARS-CoV-2 musí informavat 
pacienta o výsledku vyšetření, nejpozději do 48 hodin od přijetí vzorku k vyšetření, a to prostřednictvím SMS nebo emailem (pokud pacient údaje pro tyto účely sdělil)

Pokud je pacient informován o tom, že vyšetřením byla prokázána přítomnost nového koronaviru SARS-CoV-2 nebo, že je výsledek vyšetření nejasný, bude mu zasláno doporučení, jak postupovat dále. 
",12,info,47,NULL,NULL,NULL,modal-md,fas fa-envelope-open-text,NULL
66,Roušky ve všech vnitřních prostorech mimo bydliště,Povinnost nosit roušku ve všech vnitřních prostorech s výjimkami.,11,narizeni,48,"<ul>
<li>Pokud jste v restauraci/jídelně nebo podobném zařízení stravovacích služeb <b>a zrovna sedíte</b> u stolu a jíte/pijete</li>
</ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
67,Roušky ve veřejné dopravě,"Povinnost nosit roušku v prostředcích veřejné dopravy (MHD, autobusy, vlaky, taxi,...) ",2,narizeni,48,"<ul>
<li>Pokud jedete vlakem, autobusem, MHD a zrovna jíte/pijete </li>
<li>Řidiči veřejné dopravy, pokud nejsou v přímém kontaktu s cestujícím
při jeho odbavení</li>
</ul>",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
68,Roušky ve všech vnitřních prostorech mimo bydliště,Povinnost nosit roušku ve všech vnitřních prostorech s výjimkami. Pro školy vyhrazen separátní bod. ,11,narizeni,52,"
<ul>
	<li>děti do dvou let věku</li>
	<li>Osoby s poruchou intelektu, kognitivní poruchou atd, - zkrátka váš stav neumožňuje dodržování</li>
</ul>

<h5>Restaurace, stravovací zařízení</h5>
<ul>
	<li>Pokud zrovna sedíte u stolu v nějaké restauraci, hospodě, obecně stravovacím zařízení a právě jíte/pijete</li>
</ul>
<h5>Práce</h5>
<ul>
	<li>Zaměstnanec a osoby v obdobném postavení včetně ústavních činitelů po dobu, co pracuje na jednom místě, za předpokladu že pracuje nejméně 2 metry od jiné osoby</li>
	<li>Pokud pracujete např. u vysoké pece, nebo jiné práce spadající do kategorie třetí nebo čtvrté pro rizikový faktor pracovních podmínek - zátěž teplem</li>
</ul>
<h5>Kultura</h5>
<ul>
<li>Osoby při provádění autorského díla (např. divadelního, tanečního nebo hudebního
	představení), osoby přednášející a osoby účinkující při tvorbě a výrobě audiovizuálního
	díla nebo pořadu. <b>na tanční se tato výjimka nevztahuje</b></li>
	<li>moderátory, redaktory a další osoby vystupující v rozhlasových, televizních a dalších pořadech,</li>
</ul>
<h5>Sport</h5>
<ul>
	<li>sportovce nebo cvičící osoby v době tréninku, cvičení, zápasu, soutěže apod</li>
</ul>

<h5>Nemocnice</h5>
<ul>
	<li>Pacienty hospitalizované ve zdravotnických zařízeních lůžkové péče, nebo je-li to potřebné pro poskytování zdravotních služeb</li>
	<li>Jste zdravotnickým pracovníkem (jen když je to nutné) </li>
</ul>

<h5>Sociální zařízení</h5>
<ul>
<li>Pokud jste bydlíte v týdenním stacionáři, domově pro osoby se zdravotním postižením, domově pro seniory a domově se zvláštním režimem, či v zařízeních poskytujících odlehčovací sociální služby v pobytové formě</li>
</ul>


<h5>Svatby</h5>
<ul>
	<li>snoubence v průběhu sňatečného obřadu a další osoby tomuto obřadu přítomné a osoby činící prohlášení o tom, že spolu vstupují do registrovaného partnerství, a další osoby tomuto prohlášení přítomné,</li>
	<li>osoby po dobu nezbytně nutnou pro pořízení jejich portrétní fotografie, popř. fotografie novomanželů, včetně společné fotografie s členy domácnosti a dalšími blízkými
	osobami,</li>
</ul>

<h5>Ostatní</h5>
<ul>
	<li>soudce, přísedící, státní zástupce, obviněné a jejich obhájce, účastníky civilních, správních a ústavních soudních řízení a jejich zástupce, svědky, znalce, tlumočníky a další osoby, o kterých tak rozhodne soud, a to v místě a době soudního řízení</li>
	<li>Sauny, umělé koupaliště, vnitřním bazény, lázeňské bazény, nebo podobné</li>
</ul>
",NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
3,Akce max. 1000 lidí venku + roušky,"Limit 1 000 osob, koná-li se akce
převážně ve venkovních prostorech, nutné nosit roušku",3,narizeni,1,NULL,NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
4,Akce max. 500 lidí vevnitř + roušky,"Limit 500 osob, koná-li se akce
převážně ve vnitřních prostorech, nutné nosit roušku",3,narizeni,1,NULL,NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
5,Návštěvy max. 2 lidi,"Návštěvy jsou povoleny v počtu nejvýše dvou osob u jednoho pacienta ve stejný čas, každá osoba navštěvující pacienta je dotazována na symptomy onemocnění covid-19, např. formou dotazníku, pokud navštěvující osoba vykazuje pozitivní příznak odpovídající nemoci, nelze připustit její přítomnost u pacienta, pokud je to možné, návštěvy probíhají ve venkovních prostorách zařízení",1,narizeni,2,NULL,NULL,NULL,modal-md,fas fa-exclamation-triangle,NULL
